"leto","drzava","spol","starost","izobrazba","stevilo"
2007,"Romania","Females","25 do 29","0-2",96.9
2007,"Romania","Females","25 do 29","3-4",311.1
2007,"Slovenia","Males","15 do 19","0-2",7
2007,"Slovenia","Males","15 do 19","3-4",5.9
2007,"Slovenia","Males","15 do 24","0-2",11.4
2007,"Slovenia","Males","15 do 24","3-4",45.4
2007,"Slovenia","Males","15 do 29","0-2",15.3
2007,"Slovenia","Males","15 do 29","3-4",94.1
2007,"Slovenia","Males","20 do 24","0-2",4.5
2007,"Slovenia","Males","20 do 24","3-4",39.4
2007,"Slovenia","Males","20 do 29","0-2",8.3
2007,"Slovenia","Males","20 do 29","3-4",88.1
2007,"Slovenia","Males","25 do 29","0-2",3.9
2007,"Slovenia","Males","25 do 29","3-4",48.7
2007,"Slovenia","Females","15 do 19","0-2",4.2
2007,"Slovenia","Females","15 do 19","3-4",3.3
2007,"Slovenia","Females","15 do 24","0-2",5.5
2007,"Slovenia","Females","15 do 24","3-4",30.8
2007,"Slovenia","Females","15 do 29","0-2",6.8
2007,"Slovenia","Females","15 do 29","3-4",61.9
2007,"Slovenia","Females","20 do 24","0-2",1.4
2007,"Slovenia","Females","20 do 24","3-4",27.5
2007,"Slovenia","Females","20 do 29","0-2",2.6
2007,"Slovenia","Females","20 do 29","3-4",58.7
2007,"Slovenia","Females","25 do 29","0-2",1.3
2007,"Slovenia","Females","25 do 29","3-4",31.1
2007,"Slovakia","Males","15 do 19","3-4",9.4
2007,"Slovakia","Males","15 do 24","0-2",7
2007,"Slovakia","Males","15 do 24","3-4",120.2
2007,"Slovakia","Males","15 do 29","0-2",10.7
2007,"Slovakia","Males","15 do 29","3-4",284
2007,"Slovakia","Males","20 do 24","0-2",5.4
2007,"Slovakia","Males","20 do 24","3-4",110.9
2007,"Slovakia","Males","20 do 29","0-2",9.1
2007,"Slovakia","Males","20 do 29","3-4",274.6
2007,"Slovakia","Males","25 do 29","0-2",3.7
2007,"Slovakia","Males","25 do 29","3-4",163.8
2007,"Slovakia","Females","15 do 19","3-4",6.3
2007,"Slovakia","Females","15 do 24","0-2",2.5
2007,"Slovakia","Females","15 do 24","3-4",89.6
2007,"Slovakia","Females","15 do 29","0-2",4.8
2007,"Slovakia","Females","15 do 29","3-4",180.7
2007,"Slovakia","Females","20 do 24","3-4",83.2
2007,"Slovakia","Females","20 do 29","0-2",4
2007,"Slovakia","Females","20 do 29","3-4",174.4
2007,"Slovakia","Females","25 do 29","0-2",2.3
2007,"Slovakia","Females","25 do 29","3-4",91.1
2007,"Finland","Males","15 do 19","0-2",30.2
2007,"Finland","Males","15 do 19","3-4",5.7
2007,"Finland","Males","15 do 24","0-2",44.9
2007,"Finland","Males","15 do 24","3-4",94.2
2007,"Finland","Males","15 do 29","0-2",61.4
2007,"Finland","Males","15 do 29","3-4",183.7
2007,"Finland","Males","20 do 24","0-2",14.7
2007,"Finland","Males","20 do 24","3-4",88.5
2007,"Finland","Males","20 do 29","0-2",31.2
2007,"Finland","Males","20 do 29","3-4",178
2007,"Finland","Males","25 do 29","0-2",16.5
2007,"Finland","Males","25 do 29","3-4",89.5
2007,"Finland","Females","15 do 19","0-2",32.4
2007,"Finland","Females","15 do 19","3-4",11.4
2007,"Finland","Females","15 do 24","0-2",40.7
2007,"Finland","Females","15 do 24","3-4",96.6
2007,"Finland","Females","15 do 29","0-2",46.2
2007,"Finland","Females","15 do 29","3-4",154.3
2007,"Finland","Females","20 do 24","0-2",8.3
2007,"Finland","Females","20 do 24","3-4",85.2
2007,"Finland","Females","20 do 29","0-2",13.8
2007,"Finland","Females","20 do 29","3-4",142.9
2007,"Finland","Females","25 do 29","0-2",5.5
2007,"Finland","Females","25 do 29","3-4",57.7
2007,"Sweden","Males","15 do 19","0-2",40.2
2007,"Sweden","Males","15 do 19","3-4",27.6
2007,"Sweden","Males","15 do 24","0-2",63.8
2007,"Sweden","Males","15 do 24","3-4",170.6
2007,"Sweden","Males","15 do 29","0-2",94.6
2007,"Sweden","Males","15 do 29","3-4",295.5
2007,"Sweden","Males","20 do 24","0-2",23.6
2007,"Sweden","Males","20 do 24","3-4",143
2007,"Sweden","Males","20 do 29","0-2",54.5
2007,"Sweden","Males","20 do 29","3-4",267.9
2007,"Sweden","Males","25 do 29","0-2",30.8
2007,"Sweden","Males","25 do 29","3-4",124.9
2007,"Sweden","Females","15 do 19","0-2",47.2
2007,"Sweden","Females","15 do 19","3-4",33.8
2007,"Sweden","Females","15 do 24","0-2",61.3
2007,"Sweden","Females","15 do 24","3-4",156.3
2007,"Sweden","Females","15 do 29","0-2",78.2
2007,"Sweden","Females","15 do 29","3-4",245.6
2007,"Sweden","Females","20 do 24","0-2",14.1
2007,"Sweden","Females","20 do 24","3-4",122.5
2007,"Sweden","Females","20 do 29","0-2",31.1
2007,"Sweden","Females","20 do 29","3-4",211.8
2007,"Sweden","Females","25 do 29","0-2",17
2007,"Sweden","Females","25 do 29","3-4",89.3
2007,"United Kingdom","Males","15 do 19","0-2",226
2007,"United Kingdom","Males","15 do 19","3-4",419.6
2007,"United Kingdom","Males","15 do 24","0-2",517.6
2007,"United Kingdom","Males","15 do 24","3-4",1221.8
2007,"United Kingdom","Males","15 do 29","0-2",817.5
2007,"United Kingdom","Males","15 do 29","3-4",1993.6
2007,"United Kingdom","Males","20 do 24","0-2",291.6
2007,"United Kingdom","Males","20 do 24","3-4",802.2
2007,"United Kingdom","Males","20 do 29","0-2",591.5
2007,"United Kingdom","Males","20 do 29","3-4",1574
2007,"United Kingdom","Males","25 do 29","0-2",299.9
2007,"United Kingdom","Males","25 do 29","3-4",771.8
2007,"United Kingdom","Females","15 do 19","0-2",155.5
2007,"United Kingdom","Females","15 do 19","3-4",504.4
2007,"United Kingdom","Females","15 do 24","0-2",326.4
2007,"United Kingdom","Females","15 do 24","3-4",1231.8
2007,"United Kingdom","Females","15 do 29","0-2",475.7
2007,"United Kingdom","Females","15 do 29","3-4",1858.9
2007,"United Kingdom","Females","20 do 24","0-2",170.9
2007,"United Kingdom","Females","20 do 24","3-4",727.4
2007,"United Kingdom","Females","20 do 29","0-2",320.2
2007,"United Kingdom","Females","20 do 29","3-4",1354.6
2007,"United Kingdom","Females","25 do 29","0-2",149.3
2007,"United Kingdom","Females","25 do 29","3-4",627.2
2007,"Iceland","Males","15 do 19","0-2",6
2007,"Iceland","Males","15 do 24","0-2",10.9
2007,"Iceland","Males","15 do 24","3-4",3.7
2007,"Iceland","Males","15 do 29","0-2",14.8
2007,"Iceland","Males","15 do 29","3-4",8
2007,"Iceland","Males","20 do 24","0-2",4.9
2007,"Iceland","Males","20 do 24","3-4",3.6
2007,"Iceland","Males","20 do 29","0-2",8.8
2007,"Iceland","Males","20 do 29","3-4",7.9
2007,"Iceland","Males","25 do 29","0-2",3.9
2007,"Iceland","Males","25 do 29","3-4",4.3
2007,"Iceland","Females","15 do 19","0-2",6.3
2007,"Iceland","Females","15 do 24","0-2",9.3
2007,"Iceland","Females","15 do 24","3-4",4.2
2007,"Iceland","Females","15 do 29","0-2",11.6
2007,"Iceland","Females","15 do 29","3-4",6.9
2007,"Iceland","Females","20 do 24","0-2",3.1
2007,"Iceland","Females","20 do 24","3-4",4
2007,"Iceland","Females","20 do 29","0-2",5.3
2007,"Iceland","Females","20 do 29","3-4",6.7
2007,"Iceland","Females","25 do 29","0-2",2.3
2007,"Iceland","Females","25 do 29","3-4",2.7
2007,"Norway","Males","15 do 19","0-2",52
2007,"Norway","Males","15 do 19","3-4",5.3
2007,"Norway","Males","15 do 24","0-2",90.3
2007,"Norway","Males","15 do 24","3-4",55.2
2007,"Norway","Males","15 do 29","0-2",117.8
2007,"Norway","Males","15 do 29","3-4",115.4
2007,"Norway","Males","20 do 24","0-2",38.4
2007,"Norway","Males","20 do 24","3-4",49.9
2007,"Norway","Males","20 do 29","0-2",65.8
2007,"Norway","Males","20 do 29","3-4",110
2007,"Norway","Males","25 do 29","0-2",27.5
2007,"Norway","Males","25 do 29","3-4",60.2
2007,"Norway","Females","15 do 19","0-2",54.3
2007,"Norway","Females","15 do 19","3-4",9.9
2007,"Norway","Females","15 do 24","0-2",77.6
2007,"Norway","Females","15 do 24","3-4",65.2
2007,"Norway","Females","15 do 29","0-2",93.1
2007,"Norway","Females","15 do 29","3-4",102.9
2007,"Norway","Females","20 do 24","0-2",23.4
2007,"Norway","Females","20 do 24","3-4",55.3
2007,"Norway","Females","20 do 29","0-2",38.9
2007,"Norway","Females","20 do 29","3-4",92.9
2007,"Norway","Females","25 do 29","0-2",15.5
2007,"Norway","Females","25 do 29","3-4",37.6
2007,"Switzerland","Males","15 do 19","0-2",105.2
2007,"Switzerland","Males","15 do 19","3-4",10
2007,"Switzerland","Males","15 do 24","0-2",146.9
2007,"Switzerland","Males","15 do 24","3-4",139
2007,"Switzerland","Males","15 do 29","0-2",164.3
2007,"Switzerland","Males","15 do 29","3-4",263.2
2007,"Switzerland","Males","20 do 24","0-2",41.7
2007,"Switzerland","Males","20 do 24","3-4",129
2007,"Switzerland","Males","20 do 29","0-2",59.1
2007,"Switzerland","Males","20 do 29","3-4",253.2
2007,"Switzerland","Males","25 do 29","0-2",17.4
2007,"Switzerland","Males","25 do 29","3-4",124.2
2007,"Switzerland","Females","15 do 19","0-2",89.9
2007,"Switzerland","Females","15 do 19","3-4",17.6
2007,"Switzerland","Females","15 do 24","0-2",110.7
2007,"Switzerland","Females","15 do 24","3-4",137
2007,"Switzerland","Females","15 do 29","0-2",126.9
2007,"Switzerland","Females","15 do 29","3-4",240
2007,"Switzerland","Females","20 do 24","0-2",20.8
2007,"Switzerland","Females","20 do 24","3-4",119.4
2007,"Switzerland","Females","20 do 29","0-2",37
2007,"Switzerland","Females","20 do 29","3-4",222.3
2007,"Switzerland","Females","25 do 29","0-2",16.2
2007,"Switzerland","Females","25 do 29","3-4",103
2007,"Former Yugoslav Republic of Macedonia, the","Males","15 do 19","0-2",4.5
2007,"Former Yugoslav Republic of Macedonia, the","Males","15 do 19","3-4",2.7
2007,"Former Yugoslav Republic of Macedonia, the","Males","15 do 24","0-2",10.1
2007,"Former Yugoslav Republic of Macedonia, the","Males","15 do 24","3-4",20.2
2007,"Former Yugoslav Republic of Macedonia, the","Males","15 do 29","0-2",19
2007,"Former Yugoslav Republic of Macedonia, the","Males","15 do 29","3-4",46.2
2007,"Former Yugoslav Republic of Macedonia, the","Males","20 do 24","0-2",5.6
2007,"Former Yugoslav Republic of Macedonia, the","Males","20 do 24","3-4",17.4
2007,"Former Yugoslav Republic of Macedonia, the","Males","20 do 29","0-2",14.6
2007,"Former Yugoslav Republic of Macedonia, the","Males","20 do 29","3-4",43.5
2007,"Former Yugoslav Republic of Macedonia, the","Males","25 do 29","0-2",8.9
2007,"Former Yugoslav Republic of Macedonia, the","Males","25 do 29","3-4",26.1
2007,"Former Yugoslav Republic of Macedonia, the","Females","15 do 19","0-2",1.7
2007,"Former Yugoslav Republic of Macedonia, the","Females","15 do 19","3-4",1.9
2007,"Former Yugoslav Republic of Macedonia, the","Females","15 do 24","0-2",4.1
2007,"Former Yugoslav Republic of Macedonia, the","Females","15 do 24","3-4",11.9
2007,"Former Yugoslav Republic of Macedonia, the","Females","15 do 29","0-2",8.2
2007,"Former Yugoslav Republic of Macedonia, the","Females","15 do 29","3-4",27.4
2007,"Former Yugoslav Republic of Macedonia, the","Females","20 do 24","0-2",2.4
2007,"Former Yugoslav Republic of Macedonia, the","Females","20 do 24","3-4",10
2007,"Former Yugoslav Republic of Macedonia, the","Females","20 do 29","0-2",6.5
2007,"Former Yugoslav Republic of Macedonia, the","Females","20 do 29","3-4",25.6
2007,"Former Yugoslav Republic of Macedonia, the","Females","25 do 29","0-2",4.1
2007,"Former Yugoslav Republic of Macedonia, the","Females","25 do 29","3-4",15.6
2007,"Turkey","Males","15 do 19","0-2",662.4
2007,"Turkey","Males","15 do 19","3-4",263.2
2007,"Turkey","Males","15 do 24","0-2",1424.8
2007,"Turkey","Males","15 do 24","3-4",773.3
2007,"Turkey","Males","15 do 29","0-2",2705.5
2007,"Turkey","Males","15 do 29","3-4",1605.9
2007,"Turkey","Males","20 do 24","0-2",762.4
2007,"Turkey","Males","20 do 24","3-4",510.1
2007,"Turkey","Males","20 do 29","0-2",2043.1
2007,"Turkey","Males","20 do 29","3-4",1342.6
2007,"Turkey","Males","25 do 29","0-2",1280.8
2007,"Turkey","Males","25 do 29","3-4",832.5
2007,"Turkey","Females","15 do 19","0-2",288.3
2007,"Turkey","Females","15 do 19","3-4",107.6
2007,"Turkey","Females","15 do 24","0-2",628.5
2007,"Turkey","Females","15 do 24","3-4",362.6
2007,"Turkey","Females","15 do 29","0-2",1003.2
2007,"Turkey","Females","15 do 29","3-4",566.3
2007,"Turkey","Females","20 do 24","0-2",340.3
2007,"Turkey","Females","20 do 24","3-4",255
2007,"Turkey","Females","20 do 29","0-2",714.9
2007,"Turkey","Females","20 do 29","3-4",458.7
2007,"Turkey","Females","25 do 29","0-2",374.7
2007,"Turkey","Females","25 do 29","3-4",203.7
2008,"European Union","Males","15 do 19","0-2",2037.4
2008,"European Union","Males","15 do 19","3-4",1021.8
2008,"European Union","Males","15 do 24","0-2",4373.7
2008,"European Union","Males","15 do 24","3-4",6852.7
2008,"European Union","Males","15 do 29","0-2",6969.4
2008,"European Union","Males","15 do 29","3-4",14153.9
2008,"European Union","Males","20 do 24","0-2",2336.3
2008,"European Union","Males","20 do 24","3-4",5830.9
2008,"European Union","Males","20 do 29","0-2",4932
2008,"European Union","Males","20 do 29","3-4",13132.1
2008,"European Union","Males","25 do 29","0-2",2595.6
2008,"European Union","Males","25 do 29","3-4",7301.2
2008,"European Union","Females","15 do 19","0-2",1381.8
2008,"European Union","Females","15 do 19","3-4",1057.1
2008,"European Union","Females","15 do 24","0-2",2655.4
2008,"European Union","Females","15 do 24","3-4",5914.3
2008,"European Union","Females","15 do 29","0-2",4014.3
2008,"European Union","Females","15 do 29","3-4",11292.1
2008,"European Union","Females","20 do 24","0-2",1273.6
2008,"European Union","Females","20 do 24","3-4",4857.2
2008,"European Union","Females","20 do 29","0-2",2632.5
2008,"European Union","Females","20 do 29","3-4",10235
2008,"European Union","Females","25 do 29","0-2",1358.9
2008,"European Union","Females","25 do 29","3-4",5377.8
2008,"European Union","Males","15 do 19","0-2",2035.3
2008,"European Union","Males","15 do 19","3-4",1010.9
2008,"European Union","Males","15 do 24","0-2",4367
2008,"European Union","Males","15 do 24","3-4",6770.2
2008,"European Union","Males","15 do 29","0-2",6952.4
2008,"European Union","Males","15 do 29","3-4",13972.2
2008,"European Union","Males","20 do 24","0-2",2331.7
2008,"European Union","Males","20 do 24","3-4",5759.3
2008,"European Union","Males","20 do 29","0-2",4917.1
2008,"European Union","Males","20 do 29","3-4",12961.4
2008,"European Union","Males","25 do 29","0-2",2585.4
2008,"European Union","Males","25 do 29","3-4",7202
2008,"European Union","Females","15 do 19","0-2",1380.3
2008,"European Union","Females","15 do 19","3-4",1050.4
2008,"European Union","Females","15 do 24","0-2",2652.4
2008,"European Union","Females","15 do 24","3-4",5866.3
2008,"European Union","Females","15 do 29","0-2",4007
2008,"European Union","Females","15 do 29","3-4",11184.1
2008,"European Union","Females","20 do 24","0-2",1272.1
2008,"European Union","Females","20 do 24","3-4",4815.9
2008,"European Union","Females","20 do 29","0-2",2626.7
2008,"European Union","Females","20 do 29","3-4",10133.7
2008,"European Union","Females","25 do 29","0-2",1354.7
2008,"European Union","Females","25 do 29","3-4",5317.8
2008,"European Union","Males","15 do 19","0-2",1873.7
2008,"European Union","Males","15 do 19","3-4",887.9
2008,"European Union","Males","15 do 24","0-2",3934.2
2008,"European Union","Males","15 do 24","3-4",5098.2
2008,"European Union","Males","15 do 29","0-2",6204
2008,"European Union","Males","15 do 29","3-4",10163.8
2008,"European Union","Males","20 do 24","0-2",2060.4
2008,"European Union","Males","20 do 24","3-4",4210.3
2008,"European Union","Males","20 do 29","0-2",4330.3
2008,"European Union","Males","20 do 29","3-4",9275.8
2008,"European Union","Males","25 do 29","0-2",2269.8
2008,"European Union","Males","25 do 29","3-4",5065.6
2008,"European Union","Females","15 do 19","0-2",1307.4
2008,"European Union","Females","15 do 19","3-4",954.6
2008,"European Union","Females","15 do 24","0-2",2455.1
2008,"European Union","Females","15 do 24","3-4",4697.8
2008,"European Union","Females","15 do 29","0-2",3631.2
2008,"European Union","Females","15 do 29","3-4",8706.9
2008,"European Union","Females","20 do 24","0-2",1147.7
2008,"European Union","Females","20 do 24","3-4",3743.1
2008,"European Union","Females","20 do 29","0-2",2323.7
2008,"European Union","Females","20 do 29","3-4",7752.2
2008,"European Union","Females","25 do 29","0-2",1176.1
2008,"European Union","Females","25 do 29","3-4",4009.1
2008,"Euro area","Males","15 do 19","0-2",1558.9
2008,"Euro area","Males","15 do 19","3-4",437.6
2008,"Euro area","Males","15 do 24","0-2",3301.6
2008,"Euro area","Males","15 do 24","3-4",3916.9
2008,"Euro area","Males","15 do 29","0-2",5277.4
2008,"Euro area","Males","15 do 29","3-4",8303.8
2008,"Euro area","Males","20 do 24","0-2",1742.7
2008,"Euro area","Males","20 do 24","3-4",3479.3
2008,"Euro area","Males","20 do 29","0-2",3718.5
2008,"Euro area","Males","20 do 29","3-4",7866.2
2008,"Euro area","Males","25 do 29","0-2",1975.8
2008,"Euro area","Males","25 do 29","3-4",4386.9
2008,"Euro area","Females","15 do 19","0-2",1038.1
2008,"Euro area","Females","15 do 19","3-4",426.3
2008,"Euro area","Females","15 do 24","0-2",2003
2008,"Euro area","Females","15 do 24","3-4",3425.5
2008,"Euro area","Females","15 do 29","0-2",3008.9
2008,"Euro area","Females","15 do 29","3-4",6864.4
2008,"Euro area","Females","20 do 24","0-2",964.9
2008,"Euro area","Females","20 do 24","3-4",2999.2
2008,"Euro area","Females","20 do 29","0-2",1970.8
2008,"Euro area","Females","20 do 29","3-4",6438.2
2008,"Euro area","Females","25 do 29","0-2",1005.8
2008,"Euro area","Females","25 do 29","3-4",3439
2008,"Euro area","Males","15 do 19","0-2",1555.7
2008,"Euro area","Males","15 do 19","3-4",435.3
2008,"Euro area","Males","15 do 24","0-2",3289.9
2008,"Euro area","Males","15 do 24","3-4",3866.7
2008,"Euro area","Males","15 do 29","0-2",5257.5
2008,"Euro area","Males","15 do 29","3-4",8215.3
2008,"Euro area","Males","20 do 24","0-2",1734.2
2008,"Euro area","Males","20 do 24","3-4",3431.4
2008,"Euro area","Males","20 do 29","0-2",3701.8
2008,"Euro area","Males","20 do 29","3-4",7780
2008,"Euro area","Males","25 do 29","0-2",1967.7
2008,"Euro area","Males","25 do 29","3-4",4348.5
2008,"Euro area","Females","15 do 19","0-2",1037.1
2008,"Euro area","Females","15 do 19","3-4",423.9
2008,"Euro area","Females","15 do 24","0-2",1999
2008,"Euro area","Females","15 do 24","3-4",3395.6
2008,"Euro area","Females","15 do 29","0-2",2999.8
2008,"Euro area","Females","15 do 29","3-4",6806.7
2008,"Euro area","Females","20 do 24","0-2",961.9
2008,"Euro area","Females","20 do 24","3-4",2971.7
2008,"Euro area","Females","20 do 29","0-2",1962.7
2008,"Euro area","Females","20 do 29","3-4",6382.8
2008,"Euro area","Females","25 do 29","0-2",1000.8
2008,"Euro area","Females","25 do 29","3-4",3411.1
2008,"Euro area","Males","15 do 19","0-2",1548.8
2008,"Euro area","Males","15 do 19","3-4",433.1
2008,"Euro area","Males","15 do 24","0-2",3268.3
2008,"Euro area","Males","15 do 24","3-4",3824
2008,"Euro area","Males","15 do 29","0-2",5224.4
2008,"Euro area","Males","15 do 29","3-4",8135.3
2008,"Euro area","Males","20 do 24","0-2",1719.5
2008,"Euro area","Males","20 do 24","3-4",3390.8
2008,"Euro area","Males","20 do 29","0-2",3675.7
2008,"Euro area","Males","20 do 29","3-4",7702.2
2008,"Euro area","Males","25 do 29","0-2",1956.1
2008,"Euro area","Males","25 do 29","3-4",4311.4
2008,"Euro area","Females","15 do 19","0-2",1033.7
2008,"Euro area","Females","15 do 19","3-4",422.1
2008,"Euro area","Females","15 do 24","0-2",1991.1
2008,"Euro area","Females","15 do 24","3-4",3362.4
2008,"Euro area","Females","15 do 29","0-2",2986.8
2008,"Euro area","Females","15 do 29","3-4",6750
2008,"Euro area","Females","20 do 24","0-2",957.4
2008,"Euro area","Females","20 do 24","3-4",2940.3
2008,"Euro area","Females","20 do 29","0-2",1953.1
2008,"Euro area","Females","20 do 29","3-4",6327.9
2008,"Euro area","Females","25 do 29","0-2",995.8
2008,"Euro area","Females","25 do 29","3-4",3387.6
2008,"Belgium","Males","15 do 19","0-2",15.8
2008,"Belgium","Males","15 do 19","3-4",14.2
2008,"Belgium","Males","15 do 24","0-2",47.7
2008,"Belgium","Males","15 do 24","3-4",116
2008,"Belgium","Males","15 do 29","0-2",91.6
2008,"Belgium","Males","15 do 29","3-4",255.4
2008,"Belgium","Males","20 do 24","0-2",31.9
2008,"Belgium","Males","20 do 24","3-4",101.8
2008,"Belgium","Males","20 do 29","0-2",75.8
2008,"Belgium","Males","20 do 29","3-4",241.2
2008,"Belgium","Males","25 do 29","0-2",43.9
