"ACL00","GEO","UNIT","AGE","SEX","TIME","FREQUENC","Value","Flag and Footnotes"
"Theatre and concerts","European Union (27 countries)","Percentage","From 16 to 19 years","Total","2006","Never","42.7","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","37.2","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","12.2","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","4.5","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 16 to 19 years","Total","2006","More than 12 times","3.4","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 16 to 24 years","Total","2006","Never","44.3","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","35.6","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","11.9","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","4.7","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 16 to 24 years","Total","2006","More than 12 times","3.4","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 16 to 29 years","Total","2006","Never","46.3","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","34.8","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","11.1","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","4.5","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 16 to 29 years","Total","2006","More than 12 times","3.2","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 20 to 24 years","Total","2006","Never","45.7","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","34.2","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","11.6","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","4.9","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 20 to 24 years","Total","2006","More than 12 times","3.5","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 20 to 29 years","Total","2006","Never","47.8","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","33.8","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","10.7","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","4.4","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 20 to 29 years","Total","2006","More than 12 times","3.2","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 25 to 29 years","Total","2006","Never","49.8","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","33.5","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","9.9","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","4","e"
"Theatre and concerts","European Union (27 countries)","Percentage","From 25 to 29 years","Total","2006","More than 12 times","2.9","e"
"Theatre and concerts","Belgium","Percentage","From 16 to 19 years","Total","2006","Never","43.7",""
"Theatre and concerts","Belgium","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","32.9",""
"Theatre and concerts","Belgium","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","14.4",""
"Theatre and concerts","Belgium","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","5.7",""
"Theatre and concerts","Belgium","Percentage","From 16 to 19 years","Total","2006","More than 12 times","3.3",""
"Theatre and concerts","Belgium","Percentage","From 16 to 24 years","Total","2006","Never","44.6",""
"Theatre and concerts","Belgium","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","31.6",""
"Theatre and concerts","Belgium","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","14.6",""
"Theatre and concerts","Belgium","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","5.7",""
"Theatre and concerts","Belgium","Percentage","From 16 to 24 years","Total","2006","More than 12 times","3.5",""
"Theatre and concerts","Belgium","Percentage","From 16 to 29 years","Total","2006","Never","44.2",""
"Theatre and concerts","Belgium","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","32.6",""
"Theatre and concerts","Belgium","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","13.8",""
"Theatre and concerts","Belgium","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","5.2",""
"Theatre and concerts","Belgium","Percentage","From 16 to 29 years","Total","2006","More than 12 times","4.2",""
"Theatre and concerts","Belgium","Percentage","From 20 to 24 years","Total","2006","Never","45.5",""
"Theatre and concerts","Belgium","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","30.3",""
"Theatre and concerts","Belgium","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","14.9",""
"Theatre and concerts","Belgium","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","5.7",""
"Theatre and concerts","Belgium","Percentage","From 20 to 24 years","Total","2006","More than 12 times","3.6",""
"Theatre and concerts","Belgium","Percentage","From 20 to 29 years","Total","2006","Never","44.4",""
"Theatre and concerts","Belgium","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","32.4",""
"Theatre and concerts","Belgium","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","13.5",""
"Theatre and concerts","Belgium","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","5",""
"Theatre and concerts","Belgium","Percentage","From 20 to 29 years","Total","2006","More than 12 times","4.6",""
"Theatre and concerts","Belgium","Percentage","From 25 to 29 years","Total","2006","Never","43.4",""
"Theatre and concerts","Belgium","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","34.3",""
"Theatre and concerts","Belgium","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","12.3",""
"Theatre and concerts","Belgium","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","4.5",""
"Theatre and concerts","Belgium","Percentage","From 25 to 29 years","Total","2006","More than 12 times","5.5",""
"Theatre and concerts","Bulgaria","Percentage","From 16 to 19 years","Total","2006","Never","62.1",""
"Theatre and concerts","Bulgaria","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","26.2",""
"Theatre and concerts","Bulgaria","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","7.7",""
"Theatre and concerts","Bulgaria","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","2.4",""
"Theatre and concerts","Bulgaria","Percentage","From 16 to 19 years","Total","2006","More than 12 times","1.6",""
"Theatre and concerts","Bulgaria","Percentage","From 16 to 24 years","Total","2006","Never","66.1",""
"Theatre and concerts","Bulgaria","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","23.4",""
"Theatre and concerts","Bulgaria","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","6.9",""
"Theatre and concerts","Bulgaria","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","2.1",""
"Theatre and concerts","Bulgaria","Percentage","From 16 to 24 years","Total","2006","More than 12 times","1.5",""
"Theatre and concerts","Bulgaria","Percentage","From 16 to 29 years","Total","2006","Never","69.4",""
"Theatre and concerts","Bulgaria","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","21.7",""
"Theatre and concerts","Bulgaria","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","5.6",""
"Theatre and concerts","Bulgaria","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","1.8",""
"Theatre and concerts","Bulgaria","Percentage","From 16 to 29 years","Total","2006","More than 12 times","1.5",""
"Theatre and concerts","Bulgaria","Percentage","From 20 to 24 years","Total","2006","Never","70",""
"Theatre and concerts","Bulgaria","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","20.7",""
"Theatre and concerts","Bulgaria","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","6.1",""
"Theatre and concerts","Bulgaria","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","1.8",""
"Theatre and concerts","Bulgaria","Percentage","From 20 to 24 years","Total","2006","More than 12 times","1.3",""
"Theatre and concerts","Bulgaria","Percentage","From 20 to 29 years","Total","2006","Never","73",""
"Theatre and concerts","Bulgaria","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","19.5",""
"Theatre and concerts","Bulgaria","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","4.5",""
"Theatre and concerts","Bulgaria","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","1.5",""
"Theatre and concerts","Bulgaria","Percentage","From 20 to 29 years","Total","2006","More than 12 times","1.5",""
"Theatre and concerts","Bulgaria","Percentage","From 25 to 29 years","Total","2006","Never","76.1",""
"Theatre and concerts","Bulgaria","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","18.2",""
"Theatre and concerts","Bulgaria","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","2.9",""
"Theatre and concerts","Bulgaria","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","1.2",""
"Theatre and concerts","Bulgaria","Percentage","From 25 to 29 years","Total","2006","More than 12 times","1.6",""
"Theatre and concerts","Czech Republic","Percentage","From 16 to 19 years","Total","2006","Never","40.3",""
"Theatre and concerts","Czech Republic","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","39.3",""
"Theatre and concerts","Czech Republic","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","11",""
"Theatre and concerts","Czech Republic","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","5.4",""
"Theatre and concerts","Czech Republic","Percentage","From 16 to 19 years","Total","2006","More than 12 times","3.9",""
"Theatre and concerts","Czech Republic","Percentage","From 16 to 24 years","Total","2006","Never","46.4",""
"Theatre and concerts","Czech Republic","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","33.9",""
"Theatre and concerts","Czech Republic","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","10.4",""
"Theatre and concerts","Czech Republic","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","4.8",""
"Theatre and concerts","Czech Republic","Percentage","From 16 to 24 years","Total","2006","More than 12 times","4.5",""
"Theatre and concerts","Czech Republic","Percentage","From 16 to 29 years","Total","2006","Never","50",""
"Theatre and concerts","Czech Republic","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","33",""
"Theatre and concerts","Czech Republic","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","9.3",""
"Theatre and concerts","Czech Republic","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","4.1",""
"Theatre and concerts","Czech Republic","Percentage","From 16 to 29 years","Total","2006","More than 12 times","3.6",""
"Theatre and concerts","Czech Republic","Percentage","From 20 to 24 years","Total","2006","Never","52.1",""
"Theatre and concerts","Czech Republic","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","28.9",""
"Theatre and concerts","Czech Republic","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","9.9",""
"Theatre and concerts","Czech Republic","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","4.1",""
"Theatre and concerts","Czech Republic","Percentage","From 20 to 24 years","Total","2006","More than 12 times","5",""
"Theatre and concerts","Czech Republic","Percentage","From 20 to 29 years","Total","2006","Never","53.8",""
"Theatre and concerts","Czech Republic","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","30.6",""
"Theatre and concerts","Czech Republic","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","8.6",""
"Theatre and concerts","Czech Republic","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","3.5",""
"Theatre and concerts","Czech Republic","Percentage","From 20 to 29 years","Total","2006","More than 12 times","3.4",""
"Theatre and concerts","Czech Republic","Percentage","From 25 to 29 years","Total","2006","Never","55",""
"Theatre and concerts","Czech Republic","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","31.8",""
"Theatre and concerts","Czech Republic","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","7.8",""
"Theatre and concerts","Czech Republic","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","3.1",""
"Theatre and concerts","Czech Republic","Percentage","From 25 to 29 years","Total","2006","More than 12 times","2.3",""
"Theatre and concerts","Denmark","Percentage","From 16 to 19 years","Total","2006","Never","37.7",""
"Theatre and concerts","Denmark","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","43.9",""
"Theatre and concerts","Denmark","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","12.5",""
"Theatre and concerts","Denmark","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","2.8",""
"Theatre and concerts","Denmark","Percentage","From 16 to 19 years","Total","2006","More than 12 times","3",""
"Theatre and concerts","Denmark","Percentage","From 16 to 24 years","Total","2006","Never","37.3",""
"Theatre and concerts","Denmark","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","40.9",""
"Theatre and concerts","Denmark","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","12.9",""
"Theatre and concerts","Denmark","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","5.2",""
"Theatre and concerts","Denmark","Percentage","From 16 to 24 years","Total","2006","More than 12 times","3.7",""
"Theatre and concerts","Denmark","Percentage","From 16 to 29 years","Total","2006","Never","37.1",""
"Theatre and concerts","Denmark","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","39.6",""
